OrderID,AddressID,CustomerID,EmployeeID,OrderStatusID,OrderDate,RequiredDate,ShipDate
449,29,29,12,2,2020-10-15,2020-10-23,2020-10-15
450,30,30,3,1,2020-06-30,2020-07-09,2020-07-03
451,31,31,16,1,2020-01-20,2020-01-26,2020-01-25
452,32,32,17,1,2020-02-25,2020-03-02,2020-03-12
453,33,33,18,1,2020-06-11,2020-06-20,2020-06-19
454,34,34,14,2,2020-07-26,2020-08-06,2020-07-27
455,35,35,16,1,2020-05-27,2020-06-07,2020-06-05
456,36,36,1,2,2020-08-30,2020-09-10,2020-09-07
457,37,37,1,2,2020-08-08,2020-08-17,2020-08-08
458,38,38,5,3,2020-01-17,2020-01-28,2020-01-17
459,39,39,9,2,2020-09-23,2020-10-03,2020-09-28
460,40,40,2,1,2020-09-30,2020-10-12,2020-10-08
461,41,41,19,1,2020-11-15,2020-11-22,2020-11-19
462,42,42,17,1,2020-11-26,2020-12-05,2020-12-07
463,43,43,19,3,2020-02-03,2020-02-14,2020-02-13
464,44,44,14,2,2020-03-19,2020-03-28,2020-03-20
465,45,45,3,2,2020-01-18,2020-01-27,2020-01-26
466,46,46,9,3,2020-08-20,2020-09-01,2020-08-26
467,47,47,11,1,2020-10-10,2020-10-20,2020-10-07
468,48,48,15,1,2020-09-19,2020-09-30,2020-09-28
469,49,49,1,2,2020-05-22,2020-06-02,2020-05-24
470,50,50,18,2,2020-11-18,2020-11-30,2020-11-24
471,51,51,1,2,2020-02-03,2020-02-12,2020-02-01
472,52,52,8,1,2020-03-23,2020-04-01,2020-03-28
473,53,53,3,2,2020-10-29,2020-11-08,2020-11-01
474,54,54,10,2,2020-02-13,2020-02-23,2020-02-21
475,55,55,5,1,2020-01-20,2020-01-31,2020-01-23
476,56,56,14,3,2020-06-21,2020-07-04,2020-06-24
477,57,57,10,1,2020-06-17,2020-06-30,2020-06-15
478,58,58,5,2,2020-09-02,2020-09-10,2020-09-10
479,59,59,14,1,2020-07-30,2020-08-07,2020-08-07
480,60,60,6,2,2020-06-29,2020-07-05,2020-07-02
481,61,61,20,3,2020-08-28,2020-09-07,2020-09-06
482,62,62,3,1,2020-02-06,2020-02-15,2020-02-17
483,63,63,15,3,2020-08-26,2020-09-05,2020-09-05
484,64,64,7,3,2020-02-28,2020-03-06,2020-02-28
485,65,65,13,2,2020-01-05,2020-01-17,2020-01-06
486,66,66,17,3,2020-08-31,2020-09-10,2020-09-10
487,67,67,4,2,2020-08-05,2020-08-11,2020-08-14
488,68,68,1,1,2020-06-10,2020-06-20,2020-06-22
489,69,69,16,3,2020-06-25,2020-07-07,2020-06-29
490,70,70,14,3,2020-09-26,2020-10-04,2020-10-07
491,71,71,3,2,2020-06-10,2020-06-19,2020-06-14
492,72,72,15,1,2020-09-21,2020-10-02,2020-09-24
493,73,73,8,2,2020-05-22,2020-06-02,2020-05-28
494,74,74,3,3,2020-09-12,2020-09-20,2020-09-19
495,75,75,7,3,2020-09-24,2020-10-05,2020-09-25
496,76,76,14,3,2020-07-16,2020-07-28,2020-07-24
497,77,77,12,2,2020-09-10,2020-09-26,2020-09-18
498,78,78,11,3,2020-07-24,2020-08-07,2020-07-30
499,79,79,18,2,2020-08-17,2020-08-29,2020-08-18
500,80,80,14,1,2020-11-29,2020-12-08,2020-12-02
501,81,81,8,1,2020-08-14,2020-08-29,2020-08-26
502,82,82,4,2,2020-05-06,2020-05-11,2020-05-10
503,83,83,2,1,2020-06-19,2020-06-29,2020-06-22
504,84,84,11,1,2020-06-17,2020-06-28,2020-06-28
505,85,85,20,3,2020-03-25,2020-04-06,2020-03-31
506,86,86,16,2,2020-02-21,2020-02-29,2020-02-27
507,87,87,7,2,2020-08-09,2020-08-18,2020-08-13
508,88,88,11,1,2020-10-07,2020-10-16,2020-10-03
509,89,89,11,3,2020-04-29,2020-05-10,2020-05-02
510,90,90,13,1,2020-03-28,2020-04-10,2020-04-01
511,91,91,15,2,2020-09-11,2020-09-23,2020-09-13
512,92,92,4,3,2020-10-15,2020-10-22,2020-10-20
513,93,93,12,1,2020-09-14,2020-09-23,2020-09-26
514,94,94,18,3,2020-08-08,2020-08-17,2020-08-18
515,95,95,7,1,2020-02-25,2020-03-07,2020-02-25
516,96,96,10,3,2020-09-10,2020-09-20,2020-09-08
517,97,97,18,1,2020-02-07,2020-02-15,2020-02-16
518,98,98,12,1,2020-10-17,2020-10-28,2020-10-14
519,99,99,15,2,2020-08-06,2020-08-16,2020-08-17
520,100,100,9,1,2020-07-06,2020-07-13,2020-07-10
521,101,1,20,1,2020-07-03,2020-07-14,2020-07-14
522,102,2,13,2,2020-01-07,2020-01-19,2020-01-17
523,103,3,2,1,2020-02-27,2020-03-10,2020-03-06
524,104,4,3,1,2020-08-30,2020-09-11,2020-09-03
525,105,5,12,2,2020-04-12,2020-04-24,2020-04-15
526,1,1,6,1,2020-01-28,2020-02-06,2020-02-01
527,2,2,2,3,2020-01-25,2020-02-01,2020-01-31
528,3,3,18,2,2020-08-02,2020-08-10,2020-08-13
529,4,4,17,3,2020-04-16,2020-04-27,2020-04-18
530,5,5,12,1,2020-03-11,2020-03-17,2020-03-18
531,6,6,19,2,2020-07-04,2020-07-13,2020-07-14
532,7,7,5,3,2020-11-01,2020-11-09,2020-11-10
533,8,8,4,3,2020-06-10,2020-06-19,2020-06-14
534,9,9,11,3,2020-08-31,2020-09-10,2020-08-30
535,10,10,3,2,2020-08-04,2020-08-15,2020-08-08
536,11,11,5,1,2020-07-04,2020-07-19,2020-07-07
537,12,12,19,2,2020-02-14,2020-02-27,2020-02-20
538,13,13,20,1,2020-10-20,2020-10-30,2020-10-30
539,14,14,2,3,2020-02-10,2020-02-21,2020-02-10
540,15,15,10,3,2020-04-23,2020-05-06,2020-05-05
541,16,16,10,1,2020-07-22,2020-08-02,2020-07-19
542,17,17,1,3,2020-02-16,2020-02-24,2020-02-23
543,18,18,6,2,2020-02-19,2020-03-02,2020-02-17
544,19,19,3,3,2020-11-29,2020-12-09,2020-12-07
545,20,20,5,3,2020-01-26,2020-02-03,2020-01-30
546,21,21,17,3,2020-01-16,2020-01-26,2020-01-12
547,22,22,6,1,2020-07-02,2020-07-13,2020-07-07
548,23,23,7,3,2020-03-06,2020-03-17,2020-03-12
549,24,24,3,2,2020-06-23,2020-07-01,2020-07-01
550,25,25,4,2,2020-01-15,2020-01-26,2020-01-24
551,26,26,18,3,2020-09-14,2020-09-26,2020-09-22
552,27,27,4,2,2020-07-07,2020-07-17,2020-07-16
553,28,28,4,3,2020-10-21,2020-11-01,2020-10-22
554,29,29,5,2,2020-02-22,2020-03-01,2020-02-21
555,30,30,4,2,2020-07-26,2020-08-05,2020-08-03
556,31,31,17,3,2020-01-09,2020-01-21,2020-01-18
557,32,32,6,1,2020-02-22,2020-03-02,2020-03-01
558,33,33,1,1,2020-10-02,2020-10-12,2020-10-05
559,34,34,14,1,2020-04-01,2020-04-13,2020-03-31
560,35,35,3,1,2020-04-26,2020-05-11,2020-04-26
561,36,36,17,1,2020-09-19,2020-10-01,2020-09-13
562,37,37,4,2,2020-11-30,2020-12-14,2020-12-10
563,38,38,20,1,2020-05-25,2020-06-02,2020-05-27
564,39,39,10,2,2020-10-02,2020-10-11,2020-10-04
565,40,40,11,1,2020-05-08,2020-05-16,2020-05-08
566,41,41,9,3,2020-05-12,2020-05-22,2020-05-16
567,42,42,5,2,2020-10-29,2020-11-11,2020-11-11
568,43,43,10,2,2020-02-26,2020-03-04,2020-03-06
569,44,44,9,1,2020-08-01,2020-08-11,2020-07-28
570,45,45,11,1,2020-10-25,2020-11-05,2020-11-03
571,46,46,19,2,2020-09-17,2020-09-27,2020-09-21
572,47,47,17,1,2020-02-01,2020-02-08,2020-02-09
573,48,48,7,1,2020-10-18,2020-10-27,2020-10-25
574,49,49,12,3,2020-11-25,2020-12-06,2020-12-04
575,50,50,20,3,2020-07-10,2020-07-20,2020-07-08
576,51,51,13,3,2020-08-28,2020-09-06,2020-09-04
577,52,52,9,2,2020-01-14,2020-01-23,2020-01-28
578,53,53,7,1,2020-06-25,2020-07-04,2020-07-04
579,54,54,8,1,2020-05-22,2020-06-03,2020-05-14
580,55,55,10,2,2020-10-08,2020-10-21,2020-10-18
581,56,56,18,2,2020-03-12,2020-03-19,2020-03-15
582,57,57,17,1,2020-09-21,2020-10-01,2020-09-28
583,58,58,13,2,2020-11-03,2020-11-14,2020-11-12
584,59,59,5,3,2020-01-03,2020-01-14,2020-01-07
585,60,60,1,1,2020-12-01,2020-12-11,2020-12-03
586,61,61,17,2,2020-11-03,2020-11-14,2020-11-05
587,62,62,2,3,2020-03-17,2020-03-28,2020-03-23
588,63,63,17,2,2020-08-17,2020-08-28,2020-08-23
589,64,64,9,2,2020-10-30,2020-11-08,2020-11-02
590,65,65,12,3,2020-04-26,2020-05-05,2020-05-01
591,66,66,1,3,2020-07-13,2020-07-26,2020-07-17
592,67,67,10,1,2020-05-28,2020-06-07,2020-05-31
593,68,68,7,2,2020-05-28,2020-06-07,2020-05-30
594,69,69,18,2,2020-01-01,2020-01-10,2020-01-08
595,70,70,4,3,2020-10-12,2020-10-22,2020-10-09
596,71,71,5,3,2020-03-19,2020-03-25,2020-03-29
597,72,72,14,1,2020-10-16,2020-10-26,2020-10-28
598,73,73,18,1,2020-04-18,2020-04-26,2020-04-18
599,74,74,6,2,2020-04-06,2020-04-13,2020-04-20
600,75,75,17,3,2020-08-20,2020-08-28,2020-08-24
601,76,76,6,3,2020-08-24,2020-09-07,2020-08-30
602,77,77,14,2,2020-06-20,2020-06-30,2020-06-30
603,78,78,1,1,2020-06-22,2020-07-03,2020-06-27
604,79,79,13,3,2020-05-07,2020-05-18,2020-05-09
605,80,80,20,2,2020-09-22,2020-10-06,2020-09-27
606,81,81,15,3,2020-08-11,2020-08-23,2020-08-19
607,82,82,7,2,2020-11-21,2020-11-29,2020-11-24
608,83,83,7,1,2020-03-27,2020-04-05,2020-04-01
609,84,84,7,2,2020-01-04,2020-01-17,2020-01-03
610,85,85,9,2,2020-06-02,2020-06-13,2020-06-03
611,86,86,6,1,2020-02-19,2020-02-26,2020-02-21
612,87,87,11,1,2020-03-17,2020-03-27,2020-03-18
613,88,88,1,1,2020-09-05,2020-09-13,2020-08-31
614,89,89,13,1,2020-09-16,2020-09-24,2020-09-25
615,90,90,12,2,2020-11-23,2020-12-04,2020-12-06
616,91,91,18,2,2020-07-04,2020-07-14,2020-07-06
617,92,92,13,2,2020-07-07,2020-07-19,2020-07-08
618,93,93,11,2,2020-06-08,2020-06-18,2020-06-22
619,94,94,16,3,2020-11-01,2020-11-08,2020-11-07
620,95,95,17,3,2020-11-24,2020-11-28,2020-11-22
621,96,96,15,2,2020-08-30,2020-09-07,2020-09-07
622,97,97,13,1,2020-07-12,2020-07-23,2020-07-22
623,98,98,16,2,2020-07-25,2020-08-04,2020-07-27
624,99,99,17,1,2020-06-06,2020-06-20,2020-06-16
625,100,100,10,2,2020-03-21,2020-04-01,2020-03-26
626,101,1,13,2,2020-10-05,2020-10-17,2020-10-05
627,102,2,11,3,2020-08-13,2020-08-25,2020-08-23
628,103,3,7,2,2020-03-28,2020-04-06,2020-04-09
629,104,4,1,3,2020-03-29,2020-04-08,2020-04-03
630,105,5,2,3,2020-09-08,2020-09-15,2020-09-07
631,1,1,14,1,2020-03-25,2020-04-03,2020-04-01
632,2,2,5,3,2020-05-10,2020-05-21,2020-05-18
633,3,3,1,3,2020-02-06,2020-02-16,2020-02-11
634,4,4,7,2,2020-08-24,2020-09-03,2020-08-30
635,5,5,14,3,2020-08-11,2020-08-22,2020-08-15
636,6,6,7,1,2020-04-02,2020-04-09,2020-04-05
637,7,7,13,2,2020-01-20,2020-01-28,2020-01-25
638,8,8,13,3,2020-02-02,2020-02-15,2020-02-13
639,9,9,13,1,2020-05-21,2020-06-03,2020-05-31
640,10,10,9,2,2020-07-22,2020-07-30,2020-07-26
641,11,11,8,1,2020-06-26,2020-07-04,2020-07-07
642,12,12,3,2,2020-01-15,2020-01-24,2020-01-22
643,13,13,7,3,2020-05-14,2020-05-20,2020-05-20
644,14,14,20,3,2020-06-11,2020-06-22,2020-06-17
645,15,15,16,1,2020-04-14,2020-04-23,2020-04-27
646,16,16,15,1,2020-11-08,2020-11-19,2020-11-09
647,17,17,7,1,2020-09-24,2020-10-03,2020-09-29
648,18,18,1,3,2020-08-04,2020-08-15,2020-08-05
649,19,19,14,2,2020-07-13,2020-07-20,2020-07-15
650,20,20,4,2,2020-07-06,2020-07-12,2020-07-08
651,21,21,17,2,2020-09-30,2020-10-11,2020-10-10
652,22,22,11,3,2020-02-21,2020-03-06,2020-02-22
653,23,23,17,3,2020-06-24,2020-06-30,2020-06-26
654,24,24,13,2,2020-02-13,2020-02-23,2020-02-20
655,25,25,15,1,2020-02-23,2020-03-06,2020-02-20
656,26,26,15,1,2020-06-11,2020-06-19,2020-06-20
657,27,27,13,3,2020-02-28,2020-03-09,2020-03-06
658,28,28,18,1,2020-01-02,2020-01-07,2020-01-07
659,29,29,6,1,2020-01-01,2020-01-13,2020-01-03
660,30,30,11,3,2020-04-17,2020-04-30,2020-04-21
661,31,31,7,2,2020-11-10,2020-11-17,2020-11-18
662,32,32,11,1,2020-05-21,2020-06-02,2020-05-29
663,33,33,16,3,2020-11-17,2020-11-25,2020-11-27
664,34,34,3,1,2020-04-19,2020-04-29,2020-04-23
665,35,35,5,3,2020-09-18,2020-09-25,2020-09-18
666,36,36,14,1,2020-01-16,2020-01-27,2020-01-31
667,37,37,17,3,2020-11-22,2020-11-30,2020-11-25
668,38,38,12,1,2020-08-25,2020-09-03,2020-08-29
669,39,39,2,3,2020-04-07,2020-04-15,2020-04-05
670,40,40,9,2,2020-03-07,2020-03-18,2020-03-11
671,41,41,9,2,2020-05-24,2020-06-05,2020-06-05
672,42,42,17,1,2020-01-12,2020-01-23,2020-01-23
673,43,43,1,2,2020-08-31,2020-09-07,2020-09-08
674,44,44,3,1,2020-03-31,2020-04-10,2020-03-27
675,45,45,10,2,2020-10-13,2020-10-25,2020-10-14
676,46,46,1,3,2020-03-30,2020-04-14,2020-04-06
677,47,47,15,2,2020-02-10,2020-02-21,2020-02-14
678,48,48,17,3,2020-07-07,2020-07-16,2020-07-16
679,49,49,16,2,2020-04-25,2020-05-05,2020-05-06
680,50,50,20,1,2020-09-18,2020-09-27,2020-09-22
681,51,51,3,1,2020-09-28,2020-10-04,2020-10-05
682,52,52,3,2,2020-08-05,2020-08-13,2020-08-10
683,53,53,7,3,2020-11-22,2020-12-03,2020-12-02
684,54,54,11,1,2020-06-06,2020-06-16,2020-06-06
685,55,55,9,3,2020-06-24,2020-07-06,2020-06-27
686,56,56,6,2,2020-07-11,2020-07-22,2020-07-12
687,57,57,16,2,2020-04-30,2020-05-11,2020-05-07
688,58,58,11,1,2020-08-07,2020-08-18,2020-08-09
689,59,59,4,1,2020-05-21,2020-05-31,2020-05-26
690,60,60,5,1,2020-08-21,2020-08-29,2020-08-22
691,61,61,5,3,2020-03-31,2020-04-11,2020-04-01
692,62,62,13,3,2020-06-21,2020-06-29,2020-06-27
693,63,63,9,3,2020-11-10,2020-11-21,2020-11-12
694,64,64,2,3,2020-01-02,2020-01-10,2020-01-06
695,65,65,20,2,2020-09-01,2020-09-11,2020-09-07
696,66,66,12,2,2020-03-25,2020-04-07,2020-03-26
697,67,67,6,2,2020-03-27,2020-04-10,2020-04-02
698,68,68,8,3,2020-01-14,2020-01-25,2020-01-24
699,69,69,18,2,2020-01-27,2020-02-04,2020-02-04
700,70,70,12,2,2020-01-03,2020-01-14,2020-01-01
701,71,71,4,2,2020-05-04,2020-05-16,2020-05-08
702,72,72,5,1,2020-07-29,2020-08-10,2020-07-29
703,73,73,1,2,2020-06-09,2020-06-16,2020-06-12
704,74,74,1,3,2020-06-11,2020-06-24,2020-06-19
705,75,75,11,1,2020-11-25,2020-12-05,2020-12-08
706,76,76,2,3,2020-02-16,2020-02-21,2020-02-23
707,77,77,1,2,2020-04-21,2020-05-03,2020-04-22
708,78,78,2,2,2020-02-22,2020-03-04,2020-02-23
709,79,79,15,1,2020-03-21,2020-03-30,2020-03-27
710,80,80,13,3,2020-03-12,2020-03-24,2020-03-19
711,81,81,16,3,2020-09-29,2020-10-09,2020-10-06
712,82,82,1,1,2020-08-14,2020-08-25,2020-08-15
713,83,83,10,3,2020-07-22,2020-08-01,2020-07-29
714,84,84,16,1,2020-10-30,2020-11-09,2020-11-04
715,85,85,14,2,2020-05-09,2020-05-22,2020-05-09
716,86,86,7,3,2020-02-24,2020-03-04,2020-02-28
717,87,87,10,2,2020-10-09,2020-10-18,2020-10-16
718,88,88,12,2,2020-07-19,2020-07-28,2020-07-23
719,89,89,3,3,2020-02-03,2020-02-11,2020-02-14
720,90,90,7,3,2020-11-27,2020-12-05,2020-12-03
721,91,91,17,2,2020-11-29,2020-12-09,2020-12-02
722,92,92,17,3,2020-02-04,2020-02-16,2020-02-11
723,93,93,18,2,2020-06-22,2020-07-04,2020-06-27
724,94,94,5,1,2020-05-05,2020-05-16,2020-05-07
725,95,95,1,2,2020-04-25,2020-05-06,2020-04-30
726,96,96,15,2,2020-06-11,2020-06-23,2020-06-17
727,97,97,1,1,2020-01-31,2020-02-07,2020-01-31
728,98,98,9,1,2020-06-24,2020-07-06,2020-07-02
729,99,99,2,3,2020-08-31,2020-09-11,2020-09-06
730,100,100,5,1,2020-11-08,2020-11-20,2020-11-03
731,101,1,12,1,2020-04-26,2020-05-04,2020-04-29
732,102,2,11,1,2020-06-14,2020-06-26,2020-06-25
733,103,3,10,1,2020-04-11,2020-04-20,2020-04-14
734,104,4,10,3,2020-06-06,2020-06-13,2020-06-07
735,105,5,13,3,2020-02-07,2020-02-19,2020-02-13
736,1,1,16,2,2020-03-07,2020-03-18,2020-03-12
737,2,2,8,2,2020-02-18,2020-02-28,2020-02-27
738,3,3,7,2,2020-05-27,2020-06-06,2020-06-05
739,4,4,6,3,2020-07-08,2020-07-17,2020-07-18
740,5,5,17,2,2020-11-08,2020-11-19,2020-11-11
741,6,6,3,1,2020-06-19,2020-06-30,2020-06-17
742,7,7,16,1,2020-02-09,2020-02-17,2020-02-09
743,8,8,3,3,2020-04-04,2020-04-15,2020-04-12
744,9,9,5,2,2020-08-29,2020-09-09,2020-09-03
745,10,10,10,2,2020-11-04,2020-11-15,2020-11-15
746,11,11,18,3,2020-09-12,2020-09-21,2020-09-14
747,12,12,14,1,2020-03-07,2020-03-17,2020-03-09
748,13,13,4,2,2020-11-13,2020-11-23,2020-11-26
749,14,14,13,3,2020-10-20,2020-11-04,2020-10-22
750,15,15,17,3,2020-04-12,2020-04-22,2020-04-18
751,16,16,10,1,2020-05-21,2020-06-01,2020-05-24
752,17,17,20,3,2020-05-29,2020-06-07,2020-06-06
753,18,18,12,1,2020-03-19,2020-03-28,2020-03-23
754,19,19,17,1,2020-07-17,2020-07-26,2020-07-27
755,20,20,12,1,2020-06-19,2020-06-28,2020-06-16
756,21,21,3,2,2020-02-28,2020-03-09,2020-03-06
757,22,22,4,3,2020-10-12,2020-10-19,2020-10-14
758,23,23,16,1,2020-05-20,2020-05-27,2020-05-30
759,24,24,4,1,2020-03-12,2020-03-21,2020-03-13
760,25,25,9,1,2020-02-12,2020-02-24,2020-02-19
761,26,26,7,1,2020-08-02,2020-08-12,2020-08-04
762,27,27,13,3,2020-04-11,2020-04-21,2020-04-22
763,28,28,7,3,2020-05-31,2020-06-13,2020-06-06
764,29,29,13,2,2020-06-02,2020-06-12,2020-06-03
765,30,30,12,1,2020-03-17,2020-03-28,2020-03-21
766,31,31,16,3,2020-05-09,2020-05-20,2020-05-18
767,32,32,20,3,2020-11-24,2020-12-01,2020-11-28
768,33,33,16,3,2020-08-22,2020-09-01,2020-09-05
769,34,34,3,1,2020-08-13,2020-08-22,2020-08-18
770,35,35,12,3,2020-07-08,2020-07-17,2020-07-19
771,36,36,4,1,2020-03-15,2020-03-25,2020-03-20
772,37,37,18,1,2020-07-14,2020-07-25,2020-07-18
773,38,38,3,2,2020-04-02,2020-04-11,2020-04-10
774,39,39,3,1,2020-02-25,2020-03-07,2020-02-26
775,40,40,7,3,2020-06-17,2020-06-27,2020-06-20
776,41,41,6,3,2020-02-17,2020-02-27,2020-02-25
777,42,42,2,3,2020-02-06,2020-02-15,2020-02-08
778,43,43,5,2,2020-09-08,2020-09-20,2020-09-14
779,44,44,2,1,2020-05-24,2020-06-01,2020-05-29
780,45,45,20,3,2020-05-22,2020-06-05,2020-05-23
781,46,46,10,1,2020-07-12,2020-07-23,2020-07-14
782,47,47,8,3,2020-04-06,2020-04-15,2020-04-11
783,48,48,8,3,2020-01-29,2020-02-06,2020-01-30
784,49,49,16,1,2020-11-16,2020-11-25,2020-11-24
785,50,50,1,2,2020-10-30,2020-11-05,2020-11-10
786,51,51,14,2,2020-03-01,2020-03-11,2020-03-08
787,52,52,9,1,2020-03-03,2020-03-09,2020-03-11
788,53,53,2,2,2020-07-04,2020-07-10,2020-07-12
789,54,54,8,1,2020-09-30,2020-10-13,2020-10-07
790,55,55,5,2,2020-06-30,2020-07-13,2020-07-02
791,56,56,12,2,2020-01-19,2020-01-31,2020-01-28
792,57,57,10,3,2020-08-03,2020-08-15,2020-08-10
793,58,58,7,1,2020-07-12,2020-07-22,2020-07-17
794,59,59,6,2,2020-04-26,2020-05-10,2020-05-02
795,60,60,4,1,2020-06-09,2020-06-16,2020-06-17
796,61,61,13,2,2020-04-16,2020-04-23,2020-04-22
797,62,62,13,2,2020-03-24,2020-04-02,2020-03-29
798,63,63,10,2,2020-01-05,2020-01-14,2020-01-14
799,64,64,15,2,2020-03-26,2020-04-07,2020-04-01
800,65,65,17,2,2020-02-17,2020-02-29,2020-02-25
801,66,66,13,2,2020-05-08,2020-05-19,2020-05-06
802,67,67,19,1,2020-08-15,2020-08-23,2020-08-20
803,68,68,11,1,2020-05-30,2020-06-10,2020-05-25
804,69,69,1,2,2020-05-11,2020-05-21,2020-05-19
805,70,70,20,2,2020-09-30,2020-10-11,2020-10-07
806,71,71,7,1,2020-06-12,2020-06-23,2020-06-16
807,72,72,8,1,2020-03-18,2020-04-01,2020-03-17
808,73,73,8,1,2020-09-24,2020-10-07,2020-10-05
809,74,74,1,3,2020-09-28,2020-10-04,2020-10-02
810,75,75,5,3,2020-03-20,2020-03-30,2020-03-23
811,76,76,11,2,2020-10-03,2020-10-10,2020-10-08
812,77,77,15,1,2020-10-29,2020-11-07,2020-10-30
813,78,78,18,1,2020-09-13,2020-09-22,2020-09-28
814,79,79,11,3,2020-08-24,2020-09-04,2020-08-31
815,80,80,5,3,2020-03-24,2020-04-08,2020-03-28
816,81,81,18,3,2020-11-23,2020-12-02,2020-12-04
817,82,82,12,2,2020-08-13,2020-08-25,2020-08-18
818,83,83,1,1,2020-01-07,2020-01-17,2020-01-13
819,84,84,7,2,2020-04-16,2020-04-26,2020-04-19
820,85,85,6,2,2020-05-19,2020-05-26,2020-05-27
821,86,86,19,2,2020-03-14,2020-03-22,2020-03-07
822,87,87,11,2,2020-02-27,2020-03-10,2020-03-01
823,88,88,3,2,2020-01-07,2020-01-15,2020-01-15
824,89,89,6,1,2020-08-13,2020-08-23,2020-08-20
825,90,90,2,1,2020-02-01,2020-02-10,2020-02-11
826,91,91,1,2,2020-09-19,2020-10-01,2020-09-24
827,92,92,13,2,2020-02-01,2020-02-12,2020-02-12
828,93,93,8,3,2020-08-02,2020-08-09,2020-08-05
829,94,94,2,3,2020-10-13,2020-10-23,2020-10-18
830,95,95,16,3,2020-12-01,2020-12-11,2020-12-08
831,96,96,17,3,2020-07-23,2020-07-31,2020-08-05
832,97,97,20,1,2020-09-27,2020-10-09,2020-09-30
833,98,98,16,3,2020-06-16,2020-06-23,2020-06-15
834,99,99,17,1,2020-09-29,2020-10-09,2020-10-13
835,100,100,1,1,2020-04-11,2020-04-24,2020-04-24
836,101,1,1,1,2020-06-21,2020-07-02,2020-06-25
837,102,2,20,1,2020-07-03,2020-07-14,2020-07-14
838,103,3,5,1,2020-08-22,2020-09-04,2020-08-21
839,104,4,20,1,2020-03-29,2020-04-07,2020-04-04
840,105,5,1,1,2020-04-09,2020-04-22,2020-04-16
841,1,1,1,3,2020-09-20,2020-09-29,2020-09-21
842,2,2,13,1,2020-03-28,2020-04-05,2020-04-02
843,3,3,9,1,2020-04-26,2020-05-09,2020-05-05
844,4,4,11,2,2020-03-31,2020-04-08,2020-03-29
845,5,5,10,3,2020-01-17,2020-01-27,2020-01-29
846,6,6,7,2,2020-10-15,2020-10-26,2020-10-27
847,7,7,19,2,2020-05-20,2020-05-31,2020-05-25
848,8,8,9,1,2020-08-20,2020-08-30,2020-08-27
849,9,9,15,3,2020-06-10,2020-06-21,2020-06-21
850,10,10,7,3,2020-07-01,2020-07-11,2020-07-11
851,11,11,6,3,2020-04-13,2020-04-22,2020-04-15
852,12,12,1,1,2020-11-02,2020-11-08,2020-10-30
853,13,13,11,3,2020-04-09,2020-04-19,2020-04-17
854,14,14,9,3,2020-07-09,2020-07-21,2020-07-12
855,15,15,11,3,2020-08-23,2020-08-31,2020-08-30
856,16,16,1,1,2020-01-31,2020-02-11,2020-02-04
857,17,17,11,1,2020-04-01,2020-04-07,2020-04-04
858,18,18,13,3,2020-04-07,2020-04-15,2020-04-11
859,19,19,5,2,2020-08-25,2020-09-03,2020-08-30
860,20,20,10,3,2020-11-29,2020-12-09,2020-12-09
861,21,21,19,2,2020-05-12,2020-05-21,2020-05-23
862,22,22,14,2,2020-04-18,2020-04-29,2020-04-29
863,23,23,3,1,2020-04-07,2020-04-20,2020-04-18
864,24,24,19,3,2020-04-15,2020-04-28,2020-04-21
865,25,25,14,2,2020-08-16,2020-08-28,2020-08-24
866,26,26,11,3,2020-02-18,2020-02-27,2020-02-20
867,27,27,16,1,2020-02-26,2020-03-04,2020-02-26
868,28,28,19,1,2020-11-15,2020-11-26,2020-11-16
869,29,29,10,1,2020-01-01,2020-01-10,2020-01-06
870,30,30,2,1,2020-05-14,2020-05-26,2020-05-15
871,31,31,14,3,2020-02-18,2020-02-29,2020-02-22
872,32,32,7,3,2020-05-21,2020-06-02,2020-06-02
873,33,33,16,3,2020-03-19,2020-03-28,2020-03-27
874,34,34,17,3,2020-09-01,2020-09-14,2020-09-04
875,35,35,2,2,2020-05-19,2020-05-28,2020-05-22
876,36,36,6,1,2020-11-14,2020-11-24,2020-11-11
877,37,37,13,1,2020-06-29,2020-07-12,2020-07-01
878,38,38,1,3,2020-11-02,2020-11-12,2020-11-04
879,39,39,12,2,2020-03-17,2020-03-26,2020-03-21
880,40,40,11,3,2020-06-02,2020-06-12,2020-05-31
881,41,41,13,1,2020-01-08,2020-01-18,2020-01-05
882,42,42,20,1,2020-07-06,2020-07-10,2020-07-07
883,43,43,1,1,2020-05-18,2020-05-30,2020-05-25
884,44,44,17,3,2020-07-05,2020-07-13,2020-07-07
885,45,45,11,2,2020-08-12,2020-08-20,2020-08-14
886,46,46,12,1,2020-11-01,2020-11-12,2020-11-06
887,47,47,20,1,2020-11-11,2020-11-21,2020-11-16
888,48,48,3,2,2020-01-31,2020-02-13,2020-02-03
889,49,49,16,3,2020-02-10,2020-02-21,2020-02-14
890,50,50,15,3,2020-09-06,2020-09-16,2020-09-04
891,51,51,17,3,2020-03-21,2020-03-30,2020-03-30
892,52,52,16,3,2020-06-28,2020-07-09,2020-06-28
893,53,53,13,2,2020-09-08,2020-09-15,2020-09-11
894,54,54,3,3,2020-07-04,2020-07-15,2020-07-16
895,55,55,14,3,2020-08-30,2020-09-08,2020-09-01
896,56,56,15,3,2020-07-07,2020-07-17,2020-07-17
897,57,57,10,1,2020-01-31,2020-02-11,2020-02-04
898,58,58,5,2,2020-10-02,2020-10-10,2020-09-29
