Make_id,Make_name,Make_Desc,Make_guid,Product_Make_id,Product_Model_id,Product_Model_Name,Model_Desc,Model_guid,Price
7,BMW,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",dbca9f17-6d9a-42a7-9aa7-c94e530e815c,7,77,Spectra,Morbi a ipsum. Integer a nibh.,ecf904f6-1b9d-4519-bf6b-4c24384e524a,73000
8,Dodge,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",7f7af89d-c9a7-4a10-b19d-cb5492a13ab1,8,78,H1,"Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",2855ceba-9d4f-4b6a-ad89-b3af071619b4,93000
9,Chrysler,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,492a4dfc-15f3-4465-9256-422d9ca9f185,9,79,GT500,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.,68c168ed-c0ad-454f-b5f9-52a13a0553d5,68000
10,Cadillac,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",27db0b01-3fe4-4c47-ad26-aacc77f20e9f,10,80,Optima,Aliquam non mauris. Morbi non lectus.,1b71c065-2700-4bef-a36b-083325ea8b2b,97000
1,Lincoln,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",62631b00-fe89-461e-b41e-8ebbcb9f54ad,1,81,ES,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,5834d677-97b4-45a0-932a-38930c6677c2,64000
2,Ford,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",719a6567-67a9-4b86-b732-63ef3ce5d279,2,82,CTS-V,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",afd670ad-5c8e-432b-8a3a-121680f5edea,60000
3,Audi,Nunc rhoncus dui vel sem. Sed sagittis. Morbi porttitor lorem id ligula.,4ea1c052-c4e3-448e-a40a-247f79867341,3,83,Explorer,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",fe25626e-4cba-4a6a-942a-8e390796aa71,22000
4,Volkswagen,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.,5a892ad1-a50e-47de-bbf4-b913daa1d761,4,84,LS,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,acafe136-f319-4aa1-bf79-20d1133aadbd,91000
5,Chevrolet,Integer ac leo. Pellentesque ultrices mattis odio. ,42145ee9-779f-4079-9ae1-5ca66b742437,5,85,Millenia,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",433c1935-677a-4864-851b-cdcfbbd01eea,38000
6,Maserati,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",d4021999-188a-4983-b7ac-26a343b52877,6,86,Solara,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,599b6b32-9234-4623-8c64-680b648123ae,44000
7,BMW,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",c47757a4-473f-488f-bfbe-2cfd3edb959b,7,87,S4,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,0c99a1af-db35-4db0-a883-5db69a2bf20a,71000
8,Dodge,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",0866525f-4b01-4e59-806b-1eb4ab489634,8,88,Town & Country,Proin eu mi. Nulla ac enim.,856384ac-48dd-456f-aa71-2263fe95f5fe,62000
9,Chrysler,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,30ade6f3-de6a-4ee9-84b4-c3a2c1242e53,9,89,Courier,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",b8088d45-9778-4e29-85e9-93a58737302c,62000
10,Cadillac,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",3c4c6070-b032-4ae4-af86-e17dd608858a,10,90,A8,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",ccfa3fe1-e146-460e-be4c-9419812e2955,83000
1,Lincoln,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",7631478e-63d3-4610-8972-56e3267da652,1,91,Vibe,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",0aaba256-f43b-4ff3-8725-d831c30a223f,29000
2,Ford,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",e01d9290-35bf-4da8-8859-dae7e8aa2ba0,2,92,Yukon,Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,52fa87fc-e5a4-4688-babe-4f00ec3afae1,76000
3,Audi,Nunc rhoncus dui vel sem. Sed sagittis. Morbi porttitor lorem id ligula.,d2a04740-1e09-4fed-b07b-38237169286f,3,93,Equinox,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",557d5d32-0b62-4e50-914c-1b9cf88016c1,64000
4,Volkswagen,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.,379bae35-820e-4525-9751-ea7af63c5407,4,94,Oasis,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",097a2634-85d7-45b4-a87a-38ee7421cef8,27000
5,Chevrolet,Integer ac leo. Pellentesque ultrices mattis odio. ,d44d82c8-3a76-4bed-816f-48d680e30c8f,5,95,750,Pellentesque at nulla. Suspendisse potenti.,530f4291-29c9-4ccc-af88-323090ca7382,60000
6,Maserati,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",ca3aaee2-d371-46e0-8704-194366781691,6,96,Patriot,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.",6a943e11-0f3c-4b91-b3f1-4a38a1bc1d48,96000
7,BMW,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",2030aafc-05a1-48dc-8370-6d708b4cd396,7,97,Sequoia,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",b6c044af-c9a4-4a01-b2b2-762a4912c042,62000
8,Dodge,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",53ec0fd7-90d9-484a-b590-670dd529ddbd,8,98,CTS-V,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",890e7565-4017-4cb9-9f11-0323096debfb,33000
9,Chrysler,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,d41f7448-0c0b-4499-befb-dd77365b667b,9,99,5 Series,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",5f09e7b9-df9c-47a8-b70d-6c90cb420a63,40000
10,Cadillac,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",ed1001a2-6ac6-40f0-ab5c-5d5a4116607b,10,100,Alero,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",9bebaa28-1724-454c-be98-0222d6469197,80000
