OrderID,AddressID,CustomerID,EmployeeID,OrderStatus,OrderDate,RequiredDate,ShipDate,Freight,SalesTax
138,3,3,57,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-04-25,2020-05-04,2020-04-30,1760.52,421.59
139,4,4,44,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-03-17,2020-03-27,2020-03-22,1538.18,190.54
140,5,5,167,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-03-26,2020-04-04,2020-03-24,1080.50,539.45
141,6,6,37,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-05-03,2020-05-15,2020-05-09,1673.77,944.48
142,7,7,56,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-09-18,2020-09-30,2020-09-23,1479.42,558.23
143,8,8,109,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-07-04,2020-07-14,2020-07-07,1187.02,981.99
144,9,9,28,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-10-28,2020-11-09,2020-10-26,1658.89,120.94
145,10,10,40,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-04-14,2020-04-26,2020-04-19,1168.33,253.03
146,11,11,15,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-04-24,2020-05-05,2020-04-28,1688.44,785.43
147,12,12,96,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-08-12,2020-08-22,2020-08-12,1114.27,989.35
148,13,13,145,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-01-15,2020-01-23,2020-01-18,1674.32,611.25
149,14,14,133,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-10-23,2020-11-02,2020-10-23,1796.10,447.25
150,15,15,2,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-01-31,2020-02-10,2020-02-04,1668.31,550.87
151,1,1,33,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-11-29,2020-12-08,2020-11-29,1410.33,206.72
152,2,2,134,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-08-12,2020-08-23,2020-08-16,1297.31,971.93
153,3,3,118,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-07-01,2020-07-11,2020-07-07,1735.76,786.88
154,4,4,28,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-09-24,2020-10-03,2020-09-28,1759.55,128.32
155,5,5,199,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-10-01,2020-10-08,2020-10-10,1987.18,305.57
156,6,6,47,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-05-22,2020-05-29,2020-06-08,1220.41,964.72
157,7,7,147,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-07-17,2020-07-24,2020-07-24,1903.63,277.50
158,8,8,48,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-05-13,2020-05-22,2020-05-24,1412.83,762.80
159,9,9,61,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-04-08,2020-04-16,2020-04-12,1576.74,249.73
160,10,10,31,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-03-01,2020-03-15,2020-03-12,1428.77,304.05
161,11,11,70,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-10-26,2020-11-05,2020-11-07,1240.07,892.15
162,12,12,105,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-07-25,2020-08-08,2020-07-30,1981.89,142.15
163,13,13,195,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-03-25,2020-04-05,2020-03-29,1902.70,525.98
164,14,14,102,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-11-15,2020-11-26,2020-11-22,1142.92,970.86
165,15,15,109,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-08-11,2020-08-22,2020-08-15,1739.13,401.61
166,1,1,114,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-05-21,2020-05-29,2020-05-28,1616.43,545.05
167,2,2,77,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-11-19,2020-12-01,2020-11-20,1574.61,250.45
168,3,3,187,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-07-10,2020-07-22,2020-07-13,1189.69,757.82
169,4,4,134,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-10-13,2020-10-25,2020-10-18,1511.47,211.28
170,5,5,170,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-09-23,2020-10-04,2020-09-28,1683.41,657.21
171,6,6,139,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-02-04,2020-02-11,2020-02-13,1912.82,699.89
172,7,7,145,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-07-26,2020-08-06,2020-08-05,1725.55,181.07
173,8,8,131,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-05-19,2020-06-02,2020-05-24,1722.20,449.66
174,9,9,158,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-10-25,2020-11-06,2020-11-03,1378.07,195.68
175,10,10,30,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-07-26,2020-08-03,2020-08-02,1010.77,637.54
176,11,11,148,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-10-27,2020-11-06,2020-10-31,1925.61,251.49
177,12,12,190,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-06-22,2020-07-04,2020-06-23,1251.42,796.27
178,13,13,129,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-10-21,2020-10-29,2020-10-26,1716.44,238.55
179,14,14,56,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-07-07,2020-07-18,2020-07-09,1639.70,507.51
180,15,15,98,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-06-22,2020-07-01,2020-06-30,1386.57,518.75
181,1,1,58,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-06-02,2020-06-11,2020-06-08,1025.37,788.84
182,2,2,16,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-08-23,2020-09-03,2020-08-25,1819.54,976.80
183,3,3,26,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-10-22,2020-11-04,2020-10-30,1588.95,970.50
184,4,4,96,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-10-10,2020-10-20,2020-10-12,1551.49,361.70
185,5,5,197,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-04-16,2020-04-26,2020-04-18,1026.04,971.24
186,6,6,39,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-09-28,2020-10-05,2020-10-10,1639.62,769.35
187,7,7,34,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-06-15,2020-06-29,2020-06-15,1252.24,453.85
188,8,8,60,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-03-24,2020-04-03,2020-03-31,1699.67,509.37
189,9,9,40,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-08-13,2020-08-21,2020-08-19,1877.91,305.08
190,10,10,175,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-07-25,2020-08-03,2020-07-25,1009.44,906.18
191,11,11,193,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-11-22,2020-12-03,2020-11-28,1287.12,895.23
192,12,12,140,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-06-30,2020-07-16,2020-06-30,1818.85,972.18
193,13,13,34,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-06-05,2020-06-13,2020-06-13,1611.86,499.49
194,14,14,59,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-05-30,2020-06-10,2020-05-30,1775.98,758.84
195,15,15,122,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-09-10,2020-09-24,2020-09-18,1221.20,692.48
196,1,1,123,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-03-31,2020-04-10,2020-04-07,1124.67,658.06
197,2,2,43,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-11-10,2020-11-20,2020-11-06,1043.22,962.99
198,3,3,47,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-10-18,2020-10-24,2020-10-21,1789.62,770.86
199,4,4,83,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-02-07,2020-02-17,2020-02-12,1993.31,342.85
200,5,5,11,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-05-16,2020-05-30,2020-05-21,1531.64,946.28
201,6,6,71,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-10-01,2020-10-12,2020-10-09,1862.41,705.28
202,7,7,116,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-03-03,2020-03-16,2020-03-05,1339.58,188.16
203,8,8,135,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-11-25,2020-12-05,2020-12-03,1686.65,140.83
204,9,9,46,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-02-21,2020-03-03,2020-02-20,1084.86,716.58
205,10,10,51,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-09-10,2020-09-22,2020-09-18,1753.87,708.09
206,11,11,7,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-09-21,2020-09-28,2020-09-27,1388.59,636.15
207,12,12,141,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-06-16,2020-06-28,2020-06-23,1702.56,415.21
208,13,13,5,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-05-08,2020-05-19,2020-05-20,1263.97,773.40
209,14,14,103,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-11-06,2020-11-19,2020-11-13,1481.53,275.94
210,15,15,22,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-05-04,2020-05-11,2020-05-07,1988.51,624.57
211,1,1,165,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-01-28,2020-02-06,2020-02-09,1442.41,143.23
212,2,2,15,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-08-15,2020-08-28,2020-08-13,1614.55,825.95
213,3,3,128,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-03-02,2020-03-10,2020-03-07,1333.11,520.76
214,4,4,127,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-02-17,2020-02-28,2020-02-23,1774.77,357.19
215,5,5,58,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-02-28,2020-03-12,2020-03-06,1699.56,518.50
216,6,6,46,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-04-02,2020-04-12,2020-04-02,1481.11,818.79
217,7,7,54,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-10-14,2020-10-26,2020-10-19,1082.93,975.93
218,8,8,1,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-10-18,2020-10-28,2020-10-14,1719.68,771.58
219,9,9,2,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-07-12,2020-07-21,2020-07-14,1582.66,934.36
220,10,10,114,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-04-29,2020-05-07,2020-05-13,1280.19,906.01
221,11,11,50,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-03-27,2020-04-08,2020-04-02,1267.44,961.97
222,12,12,43,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-02-27,2020-03-04,2020-03-12,1672.35,195.84
223,13,13,51,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-07-18,2020-07-28,2020-07-17,1110.54,837.56
224,14,14,177,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-09-23,2020-10-06,2020-09-30,1988.51,148.66
225,15,15,125,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-09-03,2020-09-16,2020-09-11,1866.55,808.20
226,1,1,28,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-01-30,2020-02-10,2020-02-03,1341.99,116.65
227,2,2,145,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-06-22,2020-07-06,2020-07-09,1384.08,270.26
228,3,3,194,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-10-07,2020-10-15,2020-10-22,1505.44,397.31
229,4,4,97,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-09-11,2020-09-22,2020-09-17,1887.92,661.39
230,5,5,176,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-07-15,2020-07-28,2020-07-16,1397.25,108.77
231,6,6,52,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-08-05,2020-08-12,2020-08-20,1725.18,521.92
232,7,7,192,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-06-27,2020-07-07,2020-07-06,1984.91,540.08
233,8,8,28,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-05-18,2020-05-27,2020-05-20,1842.19,389.92
234,9,9,62,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-09-01,2020-09-09,2020-09-08,1465.00,501.32
235,10,10,169,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-06-09,2020-06-20,2020-06-09,1881.52,888.77
236,11,11,117,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-11-28,2020-12-11,2020-11-30,1598.01,338.20
237,12,12,171,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-08-11,2020-08-20,2020-08-20,1605.17,799.11
238,13,13,149,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-04-16,2020-04-24,2020-04-24,1962.04,320.76
239,14,14,88,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-03-22,2020-04-02,2020-03-27,1707.81,354.94
240,15,15,78,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-02-10,2020-02-21,2020-02-12,1802.87,409.04
241,1,1,97,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-10-01,2020-10-15,2020-10-07,1688.73,588.98
242,2,2,6,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-11-01,2020-11-14,2020-11-06,1879.70,912.77
243,3,3,105,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-05-09,2020-05-19,2020-05-15,1961.77,823.67
244,4,4,75,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-10-26,2020-11-08,2020-10-27,1729.70,115.11
245,5,5,79,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-04-06,2020-04-16,2020-04-07,1334.89,502.30
246,6,6,67,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-03-20,2020-03-30,2020-03-25,1490.86,802.21
247,7,7,7,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-09-03,2020-09-14,2020-09-10,1909.36,568.99
248,8,8,22,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-09-08,2020-09-21,2020-09-05,1912.29,186.60
249,9,9,134,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-06-25,2020-07-07,2020-07-03,1956.37,443.17
250,10,10,98,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-11-02,2020-11-14,2020-11-08,1858.81,359.47
251,11,11,70,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-08-17,2020-08-23,2020-08-25,1854.27,349.58
252,12,12,102,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-07-16,2020-07-25,2020-07-25,1662.18,441.98
253,13,13,97,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-09-10,2020-09-21,2020-09-10,1975.19,651.70
254,14,14,87,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-07-19,2020-07-27,2020-07-28,1534.35,474.01
255,15,15,195,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-01-11,2020-01-19,2020-01-28,1006.50,585.51
256,1,1,41,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-08-18,2020-08-28,2020-08-23,1692.23,733.46
257,2,2,30,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-03-31,2020-04-08,2020-03-31,1301.98,585.68
258,3,3,80,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-02-29,2020-03-12,2020-03-10,1914.43,432.90
259,4,4,96,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-07-10,2020-07-18,2020-07-20,1850.86,966.81
260,5,5,139,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-08-12,2020-08-20,2020-08-20,1350.35,420.98
261,6,6,46,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-08-08,2020-08-18,2020-08-10,1768.65,496.06
262,7,7,124,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-11-15,2020-11-25,2020-11-22,1295.40,573.18
263,8,8,58,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-07-27,2020-08-06,2020-07-27,1085.70,659.61
264,9,9,105,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-10-30,2020-11-09,2020-11-10,1772.29,136.90
265,10,10,17,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-06-26,2020-07-08,2020-07-11,1799.88,990.93
266,11,11,188,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-03-07,2020-03-15,2020-03-13,1439.27,685.52
267,12,12,47,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-09-02,2020-09-15,2020-09-09,1197.39,453.59
268,13,13,119,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-09-13,2020-09-27,2020-09-19,1966.36,561.67
269,14,14,54,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-05-13,2020-05-24,2020-05-17,1737.09,119.70
270,15,15,38,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-03-25,2020-04-02,2020-04-04,1444.35,809.37
271,1,1,134,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-01-05,2020-01-17,2020-01-10,1078.08,620.61
272,2,2,197,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-03-29,2020-04-05,2020-04-01,1457.82,543.48
273,3,3,46,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-10-06,2020-10-17,2020-10-08,1543.57,682.28
274,4,4,83,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-01-15,2020-01-29,2020-01-17,1140.48,927.92
275,5,5,74,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-03-28,2020-04-05,2020-03-30,1118.39,829.78
